 ה,46382
ת ,36569
ה ,34610
 ב,28527
ם ,27703
 מ,19816
 ש,19136
ל ,18771
 ל,18519
ות,17486
ים,17088
י ,16789
 א,16469
ר ,16011
ו ,14574
ן ,12963
 ו,12934
רי,10575
ני,10539
ור,9921
של,9839
יו,9586
 ע,9543
לי,8748
ית,8559
בי,8461
יי,8363
רו,8271
מו,7758
ול,7591
 כ,7445
או,7298
נו,7045
יה,6962
המ,6931
ונ,6737
בר,6638
 י,6625
א ,6496
ד ,6357
די,6252
הי,6193
 נ,6145
לו,6098
הו,5983
מי,5953
ב ,5912
בו,5752
שי,5609
על,5332
ינ,5262
לה,5221
יר,5219
אי,5174
וב,5124
את,5059
קו,4777
תו,4665
וא,4657
דו,4638
 פ,4451
 ק,4447
שנ,4445
ון,4445
שו,4443
וד,4362
מש,4327
לא,4303
יל,4302
ומ,4285
פר,4280
נה,4248
פו,4236
 ח,4195
הא,4166
 ר,4096
סי,4053
וס,4049
ך ,4036
ופ,3959
פי,3834
עו,3820
 ס,3711
 ג,3684
מה,3671
טי,3658
ס ,3654
יק,3638
יד,3637
במ,3635
וי,3624
אל,3606
אר,3574
חו,3570
רא,3556
תי,3528
בא,3484
הש,3404
 ת,3389
וו,3358
קי,3300
יש,3279
כו,3256
רה,3229
ק ,3201
עי,3181
חי,3130
קר,3118
שה,3103
ש ,3103
טו,3088
יא,3065
נת,3051
בע,3047
הת,3024
הר,3022
צי,3013
וע,3013
וה,3012
שר,2979
מא,2970
ע ,2957
סו,2949
בש,2940
ימ,2924
יב,2891
ט ,2850
חר,2843
יט,2814
למ,2787
 ד,2765
אח,2758
בה,2742
כי,2726
וש,2708
גו,2689
ספ,2642
ין,2638
מת,2636
רב,2631
מר,2620
 ז,2481
רת,2475
וק,2473
ף ,2444
גי,2444
הע,2431
אש,2395
הח,2391
ג ,2347
יס,2334
מנ,2322
הק,2280
בת,2270
דר,2265
וצ,2239
כל,2223
ום,2194
הב,2190
ח ,2190
מד,2163
וח,2133
וג,2133
חל,2129
טר,2127
תה,2126
ער,2112
הפ,2107
צו,2048
מע,2018
תר,1984
מק,1968
שב,1943
יע,1927
בנ,1920
וכ,1916
הג,1895
רכ,1892
לת,1877
יפ,1876
סט,1863
מס,1860
הס,1837
בל,1827
אנ,1822
לב,1818
שמ,1796
מח,1780
קה,1770
תח,1758
אמ,1752
הל,1717
גר,1685
מצ,1674
זו,1663
יצ,1653
יח,1650
הנ,1647
מל,1647
נד,1644
קב,1635
הצ,1629
דה,1625
שת,1614
רט,1608
עב,1605
לק,1605
 צ,1596
עם,1593
לח,1587
זי,1582
בס,1562
נס,1557
רג,1541
מב,1541
חב,1522
נט,1505
כנ,1486
עד,1484
מכ,1483
אה,1452
חד,1405
הכ,1401
ץ ,1383
לד,1375
חק,1370
נג,1367
צר,1359
 ט,1355
רס,1350
כת,1350
יכ,1337
בח,1336
הם,1326
קל,1309
בד,1303
לש,1293
לפ,1279
לל,1271
ממ,1266
פת,1256
הד,1256
פע,1247
תק,1229
יג,1221
הה,1220
מפ,1214
רד,1207
רח,1205
ז ,1175
לט,1146
לכ,1143
לנ,1138
גל,1135
וט,1115
וז,1103
רש,1097
זר,1087
בק,1087
שא,1081
זה,1080
גד,1079
שח,1056
עה,1050
כה,1025
צא,1024
חת,1015
פנ,1010
רמ,1004
כר,1000
חמ,998
פה,995
מט,990
תפ,987
כב,982
אב,970
רק,963
פל,962
עת,958
לר,948
צב,925
רנ,923
שפ,920
