e ,34937
 t,27694
s ,26370
 a,23548
th,23303
he,21327
n ,20526
d ,19954
in,19242
er,15616
an,15512
 s,14843
t ,14352
 i,13535
on,13198
 o,13149
re,12211
r ,11528
 c,10924
at,10472
ed,10379
 w,10308
y ,10123
nd,9985
or,9595
te,9594
en,9462
ar,9272
al,8924
ti,8882
st,8805
es,8638
 f,8620
 b,8599
is,8358
as,8121
 p,7896
it,7766
ng,7619
f ,7558
 m,7445
a ,7411
of,7349
o ,7301
 h,7298
to,7007
l ,6893
nt,6879
se,6504
le,6289
de,6187
 r,6159
co,6098
ra,6086
ri,6022
 d,5883
g ,5867
h ,5807
ro,5714
io,5638
me,5599
ch,5407
hi,5377
ic,5326
ne,5289
ve,5269
ha,5157
ea,5101
ou,4989
li,4904
la,4710
 l,4666
ma,4652
 e,4584
el,4476
ca,4376
ce,4363
si,4243
ta,4142
 n,4116
wa,4082
ll,4059
fo,3975
be,3966
om,3903
il,3887
 g,3827
di,3645
am,3614
m ,3599
un,3597
ur,3568
ec,3524
na,3462
rs,3341
ac,3303
ns,3284
ge,3261
tr,3260
ho,3223
us,3203
so,3172
ol,3094
rt,3079
lo,3029
ut,3015
pe,3009
ni,2983
pr,2964
ct,2959
pa,2915
ia,2865
nc,2849
ad,2798
et,2769
ie,2768
wi,2642
ly,2628
sh,2543
no,2496
em,2467
ai,2457
ot,2450
ir,2441
ts,2424
 u,2360
ee,2359
mo,2345
mi,2332
we,2291
vi,2272
ss,2228
fi,2213
po,2188
ow,2167
iv,2147
ci,2127
wh,2011
tu,1959
fr,1947
os,1871
ul,1862
im,1853
k ,1844
ba,1813
ga,1805
ig,1804
id,1802
fe,1790
ev,1769
wo,1756
ay,1741
ry,1730
op,1723
ag,1701
ty,1693
rd,1674
mp,1663
su,1654
ke,1646
 v,1631
da,1586
pl,1586
ld,1583
bo,1566
oo,1549
gr,1542
 j,1534
 k,1531
sc,1515
sa,1512
w ,1500
ab,1493
c ,1493
by,1491
oc,1487
rn,1444
bu,1428
i ,1426
ov,1425
p ,1423
cl,1417
ls,1401
gh,1392
du,1356
ap,1351
sp,1342
bl,1321
va,1317
au,1290
gi,1282
rm,1281
av,1271
od,1244
um,1235
ef,1218
ei,1212
ep,1205
lu,1174
eg,1172
cr,1170
ew,1164
tt,1162
ck,1162
uc,1155
pu,1129
fa,1123
ff,1117
ua,1111
br,1104
ki,1094
do,1088
cu,1080
ru,1061
ue,1045
rk,1038
ex,1030
pi,1017
rc,1010
rr,995
mb,991
ud,988
if,980
lt,975
rl,934
 y,931
mu,929
mm,907
gu,895
ye,893
ug,877
up,871
go,869
bi,862
ak,860
ub,859
ds,851
qu,850
nn,843
ey,836
tw,833
ip,799
pp,795
ui,769
ph,765
og,741
wn,740
af,737
oa,709
ft,700
tl,698
nu,696
ht,695
rg,687
pt,659
eo,640
ms,636
ob,634
ny,631
jo,624
gl,618
hr,612
cc,582
ok,579
rv,575
ib,569
dr,550
hu,547
oi,546
ys,517
ws,512
gn,495
aw,490
vo,487
x ,486
u ,484
ka,480
ya,476
fu,476
ja,475
ks,468
ju,462
iz,457
ik,436
nk,435
b ,426
fl,421
yo,421
sl,410
sm,403
eb,402
tc,395
nf,384
gs,382
nl,367
sy,358
ze,357
lm,348
eu,330
ps,328
tp,328
hn,326
rp,320
je,315
dd,314
nv,309
mw,308
 q,302
az,301
lb,300
oy,297
bs,297
sk,292
kn,289
za,285
rb,280
 x,280
my,278
cs,273
ko,270
dy,270
wr,269
eq,269
hy,268
xp,265
xt,261
rf,243
lf,243
dg,238
ae,236
lv,225
cy,224
oh,214
yl,213
xi,213
dl,212
v ,211
ek,210
zi,209
lc,197
nm,191
aj,190
eh,190
ym,189
yi,185
yp,180
sw,180
ix,178
 z,178
ku,177
tm,173
lp,172
ox,170
xe,169
oe,169
gy,166
dm,163
z ,162
ii,158
ah,156
mc,156
zh,152
ax,148
bb,138
rw,137
xa,135
kl,135
yy,133
gg,132
sf,131
lk,130
dc,129
xf,128
yn,125
dv,125
hs,125
tv,125
gt,125
iu,122
pm,116
