а ,13786
 п,12098
 в,10603
і ,10587
и ,10147
у ,9979
о ,9976
на,9552
 с,9021
ст,8565
ро,8500
в ,7799
 з,7503
я ,7472
ов,7110
ко,7108
 н,6975
ан,6686
но,6578
ер,6514
 р,6462
та,6420
 д,6161
ни,6070
ра,5913
ні,5828
ен,5738
ал,5521
 к,5509
 т,5399
ва,5336
ор,5285
ві,5247
 м,5194
по,5056
го,5050
ьк,4864
ом,4653
ре,4599
м ,4510
 у,4509
ос,4463
й ,4442
пр,4427
х ,4397
ти,4386
ів,4384
ви,4358
 б,4325
ї ,4201
ли,4189
 о,4183
ог,4169
сь,4141
ла,4102
ри,4055
то,3926
ль,3868
за,3855
во,3830
ка,3775
ло,3756
ід,3754
 і,3702
до,3669
ол,3665
од,3653
ня,3522
ці,3522
лі,3492
ав,3490
нн,3470
он,3448
ки,3393
ат,3381
е ,3318
ар,3313
ас,3214
рі,3174
ма,3113
ин,3055
 а,2988
ін,2987
ь ,2936
ок,2933
их,2897
ку,2828
іс,2821
тр,2779
ле,2777
мі,2766
ий,2730
те,2640
ис,2618
ад,2590
им,2581
кі,2560
не,2549
ел,2537
ть,2532
 г,2497
ю ,2493
бу,2420
пе,2408
н ,2391
ій,2389
з ,2387
се,2363
ми,2347
мо,2334
 я,2295
ди,2275
іл,2271
ся,2235
об,2182
ті,2157
ді,2155
де,2146
ик,2143
ої,2138
д ,2124
ту,2112
пі,2098
ит,2088
да,2081
ам,2068
ив,2068
ак,2065
 ч,2064
дн,2060
вн,2037
 x,2018
ча,1983
ме,1968
ув,1959
 л,1927
му,1910
ії,1878
к ,1833
іт,1799
сі,1795
ве,1745
ля,1738
от,1684
ру,1654
ул,1653
ну,1619
ьн,1574
па,1566
кр,1561
р ,1543
ем,1542
як,1537
оз,1515
вс,1513
га,1508
чн,1497
нс,1462
ах,1456
нт,1434
ил,1421
ою,1412
ет,1396
сп,1382
 ф,1377
со,1354
 ц,1342
сл,1333
тв,1327
ед,1297
хо,1281
зн,1275
x ,1273
т ,1270
чи,1253
бо,1247
кл,1240
 ш,1236
си,1235
ац,1231
че,1177
ек,1172
бі,1170
є ,1163
ай,1160
гр,1158
ур,1156
ес,1154
це,1150
аз,1149
із,1143
ск,1134
ія,1119
кт,1111
ба,1109
ьс,1108
са,1093
оп,1077
с ,1057
сн,1055
су,1048
 щ,1041
аг,1013
уд,1010
іч,1004
що,1003
ду,999
рс,997
ши,996
ім,990
ік,986
рн,977
ич,966
иц,934
св,934
гі,923
 х,904
йн,902
нь,894
ев,888
ож,888
же,882
ус,880
ук,873
 є,873
вл,872
ез,868
ут,868
тн,865
ць,859
бл,855
оч,853
бе,851
ун,850
лу,823
ир,816
нц,808
нд,804
йс,801
рт,798
іо,795
ше,795
ьо,787
йо,785
ей,785
 е,781
зв,774
пи,772
нк,762
зі,752
f ,750
ір,746
 ж,745
 c,734
оц,733
аб,731
ап,728
a ,721
ют,716
ає,712
ач,705
уп,705
зо,704
ян,679
ву,677
бр,659
 й,658
ж ,644
t ,642
жи,637
хі,633
ям,624
жа,622
б ,620
лю,619
фі,619
рд,614
аї,611
пл,607
іа,603
c ,592
жн,590
из,588
др,586
ят,585
ох,574
ря,574
їн,572
рш,570
рм,569
тк,566
ид,562
пн,559
мп,549
пу,549
ип,548
чо,546
дл,543
би,541
шо,526
ец,524
еж,522
дж,514
л ,513
дс,510
ке,506
дк,497
іш,493
фо,490
ша,486
зе,483
ха,479
іб,474
шк,472
єт,471
уч,464
рк,463
тя,459
ef,451
сх,450
зи,450
рг,450
уб,449
дв,447
іг,446
аш,446
зу,443
ще,443
еп,440
 t,439
кс,437
гу,434
ш ,428
єв,427
аж,427
гл,426
фе,425
